attributeName,attributeDefinition,n,ECSO_ID
Theater,"Area or region of site (near the Toolik Field Station, Feniak Lake, or Kelly River Ranger Station",1,
Theater,Theater,1,
Thermokarst,thermokarst feature,1,
Ti,Total Concentration of Titanium,1,
Ti cps,"Titanium, as counted per second.",1,
Ti_nmol.kg,"Concentration of titanium ion in Lake 129 water sample, measured in nanomoles per kilogram of water",1,
Ti_nmol.kg,"Concentration of titanium ion in Lake 520 water sample, measured in nanomoles per kilogram of water",1,
Ti_nmol.kg,"Concentration of titanium ion in Lake 56 water sample, measured in nanomoles per kilogram of water",1,
Ti_nmol.kg,"Concentration of titanium ion in Manta Lake  water sample, measured in nanomoles per kilogram of water",1,
Ti_nmol.kg,"Concentration of titanium ion in North Head site 1  water sample, measured in nanomoles per kilogram of water",1,
Ti_nmol.kg,"Concentration of titanium ion in North Head site 2  water sample, measured in nanomoles per kilogram of water",1,
Ti_nmol.kg,"Concentration of titanium ion in Swiss Cheese Lake site 1  water sample, measured in nanomoles per kilogram of water",1,
Ti_nmol.kg,"Concentration of titanium ion in Swiss Cheese Lake site 2  water sample, measured in nanomoles per kilogram of water",1,
TI1,Ice/Snow Temperature,1,
Tiller,Number of tillers from aboveground biomass collection,1,
tillercount,number of Carex tillers inside neighborhood,1,
time,Half hour window during which the flux was collected,1,
time,Time in YYYDDD format from 1900.,1,
time,Time measurement was taken,1,
time,Time of capture (24 hr),1,
time,"time, UTC",1,
Time,time,1,
Time,Time of capture (24 hr),1,
Time,Time of day,1,
Time,Time of the day,1,
Time,Time of the day ,1,
TIME,hours since 1901-01-15 00:00:00,1,
TIME,Time that sample is taken at,1,
Time (24:00),Time of sample collection,1,
Time_Collected,GMT time in military time at the start of sample collection,1,
Time_GMT,greenwich mean time of sampling,1,
Time_hr_dst,Sampling Time in Alaska Daylight Savings Time (1 hour ahead of Alaska Standard Time: if 13:00 DST than 12:00 AST),1,
Time_Local,local time of sampling,1,
Time_of_Sampling,local time of sampling,1,
Time_of_Sampling_GMT,greenwich mean time of sampling,1,
time_of_season,the point in the season when measurements were taken,1,
time_offset,Time since base_time,1,
time_utc,"Time in UTC, values correspond to the subsequent time interval (e.g. 13:00 corresponds to the time interval 13:00-14:00)",1,
Time.1,Time of measurement,1,
timePeriod,Observation time,1,
timeS,"Time, Elapsed [seconds]",1,
timestamp,Name of file,1,
Timestamp,Date and time of measurement,1,
TIMESTAMP,month/date/year time,1,
Tissue,"Plant component: blade, new leaves, above, below, or fine roots",1,
Tissue,The tissue type analyzed,1,
TK_DOWN,Incoming shortwave radiation (Wm-2),1,
TK_UP,Outgoing shortwave radiation (Wm-2),1,
TKDOWN,Incoming shortwave radiation (Wm-2),1,
TkType,type of thermokarst feature,1,
TKUP,Outgoing shortwave radiation (Wm-2),1,
TL_DOWN,Incoming longwave radiation (Wm-2),1,
Tl_nmol.kg,"Concentration of thallium ion in Lake 129 water sample, measured in nanomoles per kilogram of water",1,
Tl_nmol.kg,"Concentration of thallium ion in Lake 520 water sample, measured in nanomoles per kilogram of water",1,
Tl_nmol.kg,"Concentration of thallium ion in Lake 56 water sample, measured in nanomoles per kilogram of water",1,
Tl_nmol.kg,"Concentration of thallium ion in Manta Lake  water sample, measured in nanomoles per kilogram of water",1,
Tl_nmol.kg,"Concentration of thallium ion in North Head site 1  water sample, measured in nanomoles per kilogram of water",1,
Tl_nmol.kg,"Concentration of thallium ion in North Head site 2  water sample, measured in nanomoles per kilogram of water",1,
Tl_nmol.kg,"Concentration of thallium ion in Swiss Cheese Lake site 1  water sample, measured in nanomoles per kilogram of water",1,
Tl_nmol.kg,"Concentration of thallium ion in Swiss Cheese Lake site 2  water sample, measured in nanomoles per kilogram of water",1,
TL_UP,Outgoing longwave radiation (Wm-2),1,
TLDOWN,Incoming longwave radiation (Wm-2),1,
TLUP,Outgoing longwave radiation (Wm-2),1,
TMP,Data from MODIS,1,
TN mg/g-soil,Concentration of total nitrogen in dry soil from 2M KCl extractions,1,
toluene_numflag,Data flag for toluene,1,
Total Dissolved Nitrogen (mg/L),Total dissolved nitrogen concentration,1,
Total veg N g/m2,Summed N for all harvested aboveground vegetation and lichen within a plot where N proportion was measrued,1,
Total_cover,Total cover,1,
Total_field_crew_members,Total number of field observers,1,
Total_head,"Measured with calipers from tip of culment to notch at back of head, measured to nearest 0.1 mm.  See ASDN_Protocol.pdf for further details.",1,
TotalL,Total length,1,
transect,Three designated transects,1,
transect,Transect within feature,1,
Transect,"At each site, three 20 meter long transects were spaced 20 meters apart and located adjacent to the permafrost boreholes",1,
Transect,Transect number at thermokarst,1,
TRANSECT,Transect number,1,
Transect_ID,Transect,1,
Transect_releve_number,Plots are labeled as follows: transect number - distance from road (m) - C or T,1,
Transect_releve_number,Plots are numbered as follows: Transect number - distance from the road (m) -polygon center or trough,1,
Transect_releve_number,Transect releve number labeled as follows: transect - distance from road (m) - C or T,1,
transectid,Transect ID,1,
Transport,Transport,1,
trap lat,Trap latitude,1,
trap long,Trap longitude,1,
trapcheckdate,Date when the given trap was checked for any animal caught,1,
trapchecktime,Time when the given trap was checked for any animal caught,1,
trapid,Trap ID,1,
trapinidate,Date when the live-trapping was initiated,1,
trapinitime,Time when the live-trapping was initiated,1,
trapped,Number of individuals in the trap,1,
TrayID,Tray identifier,1,
Treatment,"-S-T = ambient winter snow and ambient summer temperatures, -S+T = ambient winter snow and elevated summer temperatures, +S-T = increased winter snow accumulation and ambient summer temperatures, and +S+T = increased winter snow accumulation and elevated ",1,
Treatment,"AN = Accelerated Snowmelt, No Warming; AO = Accelerated Snowmelt, Warming; CA = Ambient Snowmelt, No Warming; CB = Ambient Snowmelt, No Warming (Supplemental); CO= Ambient Snowmelt, Warming; H = Herbicide; . = No Data",1,
Treatment,"Control, no fertilization; F2, fertilization with 2 g N/m2/year and 1 g P/m2/year; F5, fertilization with 5 g N/m2/year and 2.5 g P/m2/year; fertilization with 10 g N/m2/year and 5 g P/m2/year.",1,
Treatment,"Experimental treatment applied to this nest, if any.  Treatment may have affected nest fate so these nests should be excluded from most analyses.  Trapping/banding of adult birds not recorded here.",1,
Treatment,"Similar to plottype, except that newc and c are listed as c",1,
Treatment,Treatment,1,
Treatment,Type of treatment sample received,1,
Treatment_Repetition,number of times treatment was repeated,1,
tree,Tree sample number,1,
trip,Rosette movement at time of sampling,1,
Trip,Rosette movement at time of sampling,1,
Trt,"Treatment. AN = Accelerated Snowmelt, No Warming; AO = Accelerated Snowmelt, Warming; CA = Ambient Snowmelt, No Warming; CB = Ambient Snowmelt, No Warming (Supplemental); CO= Ambient Snowmelt, Warming; H = Herbicide; . = No Data",1,
TS,Soil temperature,1,
TS1_RUS,Filtered Soil temperature average top 10cm number 1 (oC),1,
TS2_RUS,Filtered Soil temperature average top 10cm number 2 (oC),1,
TS3_RUS,Filtered Soil temperature average top 10cm number 3 (oC),1,
TS4_RUS,Filtered Soil temperature average top 10cm number 4 (oC),1,
TSHFP1,SHFP1_AVG H,1,
TSHFP1,Soil heat flux plate 1 (Wm-2),1,
TSHFP2,SHFP2_AVG H,1,
TSHFP2,Soil heat flux plate 2 (Wm-2),1,
TSHFP3,SHFP3_AVG H,1,
TSHFP3,Soil heat flux plate 3 (Wm-2),1,
TSHFP4,SHFP4_AVG H,1,
TSHFP4,Soil heat flux plate 4 (Wm-2),1,
TSHFP5,Soil heat flux plate 5 (Wm-2),1,
TSTP1,1 Average soil temperature top 10cm,1,
TSTP1,Soil temperature surface to 10cm integrated (oC),1,
TSTP2,2 Average soil temperature top 10cm,1,
TSTP2,Soil temperature surface to 10cm integrated (oC),1,
TSTP3,3 Average soil temperature top 10cm,1,
TSTP3,Soil temperature surface to 10cm integrated (oC),1,
TSTP4,4 Average soil temperature top 10cm,1,
TSTP4,Soil temperature surface to 10cm integrated (oC),1,
tt,Snow depth zone,1,
TT,Temperature,1,
TTEMP1,Air temperature 590cm (oC),1,
TTEMP2,Air temperature 200cm (oC),1,
TTH,Hourly Temperature,1,
TTIME,Alaska daylight time (Excel format) TIME1,1,
TTIME,Excel alaska time,1,
TTIME,TIME1 Excel ATD time,1,
TTIME,TTIME,1,
TTMAX,Max Temp,1,
TTMIN,Min Temp,1,
TTP,Temperature,1,
TTZ,Temperature,1,
tv290C,"Temperature [ITS-90, deg C]",1,
TVALIDY,Validy is sum of other valid so if all valid then validy=8,1,
Tw,Kinematic vertical heat flux.,1,
TWD,Wind direction (oMag),1,
TWD1,Wind direction (oMag),1,
two_sigma_cal_BP,two standard errors around mean calibrated age,1,
type,Categorization of site types where samples were collected,1,
type,"feature type. GLY=thermo erosion gully, TS=retrogressive thaw slump, ALD=active layer detachment slide, WT=water track",1,
type,Permafrost type,1,
type,Type of plant,1,
type,Type of sample collected,1,
type,Vegetation type,1,
Type,Data type,1,
Type,If the water sample went through a filter or directly to a bag.,1,
Type,"Organic (O) or mineral (M) soil; identified visually and by texture in the field, but note a few mineral samples with >20% C",1,
Type,Type,1,
Type,"Type of water feature sampled. ""Landing Lake"" is the large lake where our basecamp was located",1,
TYPE,Type of point surveyed,1,
Type_of_study,Study type,1,
u,"Velocity, x-component.",1,
U,Total Concentration of Uranium,1,
U_SIGMA,Standard deviation of velocity fluctuations (towards main-wind direction after coordinates rotation),1,
u* (3.1m),ustar(m/s),1,
UCIAMS,UCI AMS facility identification number,1,
UCID_DICsamples,Lab number for the DIC sample,1,
UCID_DOCsamples,Lab number for this DOC samples,1,
ugNitrogen,ug Nitrogen,1,
"UL_corrected, LL_corrected, UR_corrected, LR_corrected","Upper left, lower left, upper right, and lower right leg band corrected after referencing capture database.",1,
"UL_in, LL_in, UR_in, LR_in","If any bands were changed, this provides the bird's previous color combination on the upper left leg, lower left leg, upper right leg, and lower right leg (carried by the bird upon capture and replaced by ""Upper_left"", ""Lower_left"", ""Upper_right"", and ""Lower_right"" above, if different).",1,
unle_count,Number of unidentified lemmings observed,1,
up_CTD_salt,measured salt levels from CTD during the upcast,1,
up_CTD_temp,measured temperature from CTD during the upcast,1,
Upk(8m),Upward shortwave radiation (W/m2),1,
upl(8.3m),Upward longwave radiation (W/m2),1,
USTARS,Friction velocity (m/s),1,
UTC_time,coordinated universal time,1,
UU,x-Wind Speed component,1,
UUH,Hourly x-Wind Speed component,1,
UUP,x-Wind Speed component,1,
UUZ,x-Wind Speed component,1,
UV,Wind Speed,1,
UVMAX,Maximum Wind Speed,1,
UVZ,Horizontal Wind Speed,1,
uw,"Kinematic vertical momentum flux, x-component.",1,
v,"Velocity, y-component.",1,
V,Total Concentration of Vanadium,1,
V_nmol.kg,"Concentration of vanadium ion in Lake 129 water sample, measured in nanomoles per kilogram of water",1,
V_nmol.kg,"Concentration of vanadium ion in Lake 520 water sample, measured in nanomoles per kilogram of water",1,
V_nmol.kg,"Concentration of vanadium ion in Lake 56 water sample, measured in nanomoles per kilogram of water",1,
V_nmol.kg,"Concentration of vanadium ion in Manta Lake  water sample, measured in nanomoles per kilogram of water",1,
V_nmol.kg,"Concentration of vanadium ion in North Head site 1  water sample, measured in nanomoles per kilogram of water",1,
V_nmol.kg,"Concentration of vanadium ion in North Head site 2  water sample, measured in nanomoles per kilogram of water",1,
V_nmol.kg,"Concentration of vanadium ion in Swiss Cheese Lake site 1  water sample, measured in nanomoles per kilogram of water",1,
V_nmol.kg,"Concentration of vanadium ion in Swiss Cheese Lake site 2  water sample, measured in nanomoles per kilogram of water",1,
v2,Voltage 2,1,
v5,Voltage 5,1,
valid_aer_dof200,"Valid flag that is 1 if aer_dof200 > 0.65, nan otherwise",1,
valid_aer_dofs_fine,"Valid flag that is 1 if dofs_fine > 1.5, nan otherwise",1,
valid_aot361nm,"Valid flag that is 1 if aot361nm < 5, nan otherwise",1,
valid_bro_dof200,"Valid flag that is 1 if bro_dof200 > 0.7, nan otherwise",1,
valid_bro_dofAloft,"Valid flag that is 1 if bro_dofAloft > 0.5, nan otherwise",1,
valid_bro_dofs_fine,"Valid flag that is 1 if bro_dofs_fine > 1.4, nan otherwise",1,
valid_BrO_LTVCD_sig,"Valid flag that is 1 if the LTVCD > 7 x 10^12 molecule cm^-2, representing a significant amount of BrO is present, or nan otherwise",1,
VALIDS,"Static site valid fluxes flag (1=good, 2=bad)",1,
VALKHole_Num,The number of the borehole,1,
valley_of_collection,Valley in which the collection was taken,1,
valley_system,Valley system to which the valley belongs,1,
veg,vegetation type at site,1,
VEG,Vegetation Type Index,1,
Veg type,"Functional group classification: lichen, moss, evergreen shrub, decidious shrub, or graminoid",1,
Veg. Zone Description,One of three unique vegetation zones,1,
Vegetation C mg/mg,Proportion of C in the tissue (whole plant) for species/functional group sample,1,
Vegetation N mg/mg,Proportion of N in the tissue (whole plant) for species/functional group sample,1,
"VEGETATION_HEIGHT_AT_FLAG	",Average height of dominant layer above the ground or water,1,
VEGETATION_HEIGHT_FLAGS,Average height of dominant layer above the ground or water,1,
VEGETATION_TYPE_BETWEEN_FLAGS,"Vegetation type based on Walker and Webber (1980),Table 6",1,
"VEGETATION_TYPE_BETWEEN_FLAGS	",Average height of dominant layer above the ground or water,1,
Vegetation_Zone,description of the soil moisture in the measured zone,1,
VegHt_cm,average height of vegetation,1,
VegHtcm,Average vegetation height within soil flux collar (cm),1,
vegsimp,"aggregated/simplified vegetation classification for statistical tests. Codes below. mat-moist acidic tundra, mnat-moist nonacidic tundra, shrub-any shrub tundra type",1,
vial_number,Vial number in the box (from 1-100),1,
VIC (cm3/cm3),Volumetric ice content: GWC * bulk density * 0.9167 g/cm3,1,
view_azi,"view azimuth, 0 = true N, + for clockwise from North",1,
VLP counts per ml,VLP (virus like particle) counts per milliliter,1,
